ID;Species;Site;Water_potential;Replicate;Seed;Start_date;Germination_date;Comment;Cotelydon_date;Leaf_date;dead_date;Wet_mass_g_root;Wet_mass_g_rest;Comment;Wet_mass_g_True leaf;Total wet mass
SP_ULV_2_7_9;SP;ULV;2;7;9;17.02.2020;;;;;;;;;;
SP_ULV_2_7_10;SP;ULV;2;7;10;17.02.2020;;;;;;;;;;
SP_ULV_2_7_11;SP;ULV;2;7;11;17.02.2020;;;;;;;;;;
SP_LAV_4_1_12;SP;LAV;4;1;12;18.02.2020;29.02.2020;Three leaves ;04.03.2020;17.03.2020;;;;;;
SP_ULV_2_7_13;SP;ULV;2;7;13;17.02.2020;;;;;;;;;;
SP_ULV_2_7_14;SP;ULV;2;7;14;17.02.2020;;;;;;;;;;
SP_ULV_2_7_15;SP;ULV;2;7;15;17.02.2020;;;;;;;;;;
SP_ULV_2_7_16;SP;ULV;2;7;16;17.02.2020;;;;;;;;;;
SP_ULV_2_7_17;SP;ULV;2;7;17;17.02.2020;;;;;;;;;;
SP_ULV_2_7_18;SP;ULV;2;7;18;17.02.2020;;;;;;;;;;
SP_ULV_2_7_19;SP;ULV;2;7;19;17.02.2020;;;;;;;;;;
SP_LAV_5_2_13;SP;LAV;5;2;13;18.02.2020;29.02.2020;;04.03.2020;11.03.2020;;0,00087;0,00124;;0,00018;
SP_ULV_2_8_1;SP;ULV;2;8;1;17.02.2020;;;;;;;;;;
SP_ULV_2_8_2;SP;ULV;2;8;2;17.02.2020;;;;;;;;;;
SP_ULV_2_8_3;SP;ULV;2;8;3;17.02.2020;;;;;;;;;;
SP_ULV_2_8_4;SP;ULV;2;8;4;17.02.2020;;;;;;;;;;
SP_ULV_2_8_5;SP;ULV;2;8;5;17.02.2020;;;;;;;;;;
SP_ULV_2_8_6;SP;ULV;2;8;6;17.02.2020;;;;;;;;;;
SP_ULV_2_8_7;SP;ULV;2;8;7;17.02.2020;;;;;;;;;;
SP_ULV_2_8_8;SP;ULV;2;8;8;17.02.2020;;;;;;;;;;
SP_ULV_2_8_9;SP;ULV;2;8;9;17.02.2020;;;;;;;;;;
SP_ULV_2_8_10;SP;ULV;2;8;10;17.02.2020;;;;;;;;;;
SP_ULV_2_8_11;SP;ULV;2;8;11;17.02.2020;;;;;;;;;;
SP_ULV_2_8_12;SP;ULV;2;8;12;17.02.2020;;;;;;;;;;
SP_ULV_2_8_13;SP;ULV;2;8;13;17.02.2020;;;;;;;;;;
SP_ULV_2_8_14;SP;ULV;2;8;14;17.02.2020;;;;;;;;;;
SP_LAV_5_2_15;SP;LAV;5;2;15;18.02.2020;29.02.2020;;04.03.2020;11.03.2020;;0,00145;0,0127;;0,00068;
SP_ULV_2_8_16;SP;ULV;2;8;16;17.02.2020;;;;;;;;;;
SP_ULV_2_8_17;SP;ULV;2;8;17;17.02.2020;;;;;;;;;;
SP_ULV_2_8_18;SP;ULV;2;8;18;17.02.2020;;;;;;;;;;
SP_ULV_2_8_19;SP;ULV;2;8;19;17.02.2020;;;;;;;;;;
SP_ULV_2_8_20;SP;ULV;2;8;20;17.02.2020;;;;;;;;;;
SP_ULV_2_9_1;SP;ULV;2;9;1;17.02.2020;;;;;;;;;;
SP_ULV_2_9_2;SP;ULV;2;9;2;17.02.2020;;;;;;;;;;
SP_ULV_2_9_3;SP;ULV;2;9;3;17.02.2020;;;;;;;;;;
SP_ULV_2_9_4;SP;ULV;2;9;4;17.02.2020;;;;;;;;;;
SP_ULV_2_9_5;SP;ULV;2;9;5;17.02.2020;;;;;;;;;;
SP_ULV_2_9_6;SP;ULV;2;9;6;17.02.2020;;;;;;;;;;
SP_ULV_2_9_7;SP;ULV;2;9;7;17.02.2020;;;;;;;;;;
SP_ULV_2_9_8;SP;ULV;2;9;8;17.02.2020;;;;;;;;;;
SP_ULV_2_9_9;SP;ULV;2;9;9;17.02.2020;;;;;;;;;;
SP_ULV_2_9_10;SP;ULV;2;9;10;17.02.2020;;;;;;;;;;
SP_ULV_2_9_11;SP;ULV;2;9;11;17.02.2020;;;;;;;;;;
SP_ULV_2_9_12;SP;ULV;2;9;12;17.02.2020;;;;;;;;;;
SP_ULV_2_9_13;SP;ULV;2;9;13;17.02.2020;;;;;;;;;;
SP_ULV_2_9_14;SP;ULV;2;9;14;17.02.2020;;;;;;;;;;
SP_ULV_2_9_15;SP;ULV;2;9;15;17.02.2020;;;;;;;;;;
SP_ULV_2_9_16;SP;ULV;2;9;16;17.02.2020;;;;;;;;;;
SP_ULV_2_9_17;SP;ULV;2;9;17;17.02.2020;;;;;;;;;;
SP_ULV_2_9_18;SP;ULV;2;9;18;17.02.2020;;;;;;;;;;
SP_ULV_2_9_19;SP;ULV;2;9;19;17.02.2020;;;;;;;;;;
SP_ULV_2_9_20;SP;ULV;2;9;20;17.02.2020;;;;;;;;;;
SP_ULV_3_1_1;SP;ULV;3;1;1;17.02.2020;;;;;;;;;;
SP_ULV_3_1_2;SP;ULV;3;1;2;17.02.2020;;;;;;;;;;
SP_ULV_3_1_3;SP;ULV;3;1;3;17.02.2020;;;;;;;;;;
SP_ULV_3_1_4;SP;ULV;3;1;4;17.02.2020;;;;;;;;;;
SP_ULV_3_1_5;SP;ULV;3;1;5;17.02.2020;;;;;;;;;;
SP_ULV_3_1_6;SP;ULV;3;1;6;17.02.2020;;;;;;;;;;
SP_ULV_3_1_7;SP;ULV;3;1;7;17.02.2020;;;;;;;;;;
SP_ULV_3_1_8;SP;ULV;3;1;8;17.02.2020;;;;;;;;;;
SP_ULV_3_1_9;SP;ULV;3;1;9;17.02.2020;;;;;;;;;;
SP_ULV_3_1_10;SP;ULV;3;1;10;17.02.2020;;;;;;;;;;
SP_ULV_3_1_11;SP;ULV;3;1;11;17.02.2020;;;;;;;;;;
SP_ULV_3_1_12;SP;ULV;3;1;12;17.02.2020;;;;;;;;;;
SP_ULV_3_1_13;SP;ULV;3;1;13;17.02.2020;;;;;;;;;;
SP_ULV_3_1_14;SP;ULV;3;1;14;17.02.2020;;;;;;;;;;
SP_ULV_3_1_15;SP;ULV;3;1;15;17.02.2020;;;;;;;;;;
SP_ULV_3_1_16;SP;ULV;3;1;16;17.02.2020;;;;;;;;;;
SP_ULV_3_1_17;SP;ULV;3;1;17;17.02.2020;;;;;;;;;;
SP_ULV_3_1_18;SP;ULV;3;1;18;17.02.2020;;;;;;;;;;
SP_ULV_3_1_19;SP;ULV;3;1;19;17.02.2020;;;;;;;;;;
SP_ULV_3_1_20;SP;ULV;3;1;20;17.02.2020;;;;;;;;;;
SP_ULV_3_2_1;SP;ULV;3;2;1;17.02.2020;;;;;;;;;;
SP_ULV_3_2_2;SP;ULV;3;2;2;17.02.2020;;;;;;;;;;
SP_ULV_3_2_3;SP;ULV;3;2;3;17.02.2020;;;;;;;;;;
SP_ULV_3_2_4;SP;ULV;3;2;4;17.02.2020;;;;;;;;;;
SP_ULV_3_2_5;SP;ULV;3;2;5;17.02.2020;;;;;;;;;;
SP_ULV_3_2_6;SP;ULV;3;2;6;17.02.2020;;;;;;;;;;
SP_ULV_3_2_7;SP;ULV;3;2;7;17.02.2020;;;;;;;;;;
SP_ULV_3_2_8;SP;ULV;3;2;8;17.02.2020;;;;;;;;;;
SP_ULV_3_2_9;SP;ULV;3;2;9;17.02.2020;;;;;;;;;;
SP_ULV_3_2_10;SP;ULV;3;2;10;17.02.2020;;;;;;;;;;
SP_ULV_3_2_11;SP;ULV;3;2;11;17.02.2020;;;;;;;;;;
SP_ULV_3_2_12;SP;ULV;3;2;12;17.02.2020;;;;;;;;;;
SP_ULV_3_2_13;SP;ULV;3;2;13;17.02.2020;;;;;;;;;;
SP_ULV_3_2_14;SP;ULV;3;2;14;17.02.2020;;;;;;;;;;
SP_ULV_3_2_15;SP;ULV;3;2;15;17.02.2020;;;;;;;;;;
SP_ULV_3_2_16;SP;ULV;3;2;16;17.02.2020;;;;;;;;;;
SP_ULV_3_2_17;SP;ULV;3;2;17;17.02.2020;;;;;;;;;;
SP_ULV_3_2_18;SP;ULV;3;2;18;17.02.2020;;;;;;;;;;
SP_ULV_3_2_19;SP;ULV;3;2;19;17.02.2020;;;;;;;;;;
SP_ULV_3_2_20;SP;ULV;3;2;20;17.02.2020;;;;;;;;;;
SP_ULV_3_3_1;SP;ULV;3;3;1;17.02.2020;;;;;;;;;;
SP_ULV_3_3_2;SP;ULV;3;3;2;17.02.2020;;;;;;;;;;
SP_ULV_3_3_3;SP;ULV;3;3;3;17.02.2020;;;;;;;;;;
SP_ULV_3_3_4;SP;ULV;3;3;4;17.02.2020;;;;;;;;;;
SP_ULV_3_3_5;SP;ULV;3;3;5;17.02.2020;;;;;;;;;;
SP_ULV_3_3_6;SP;ULV;3;3;6;17.02.2020;;;;;;;;;;
SP_ULV_3_3_7;SP;ULV;3;3;7;17.02.2020;;;;;;;;;;
SP_ULV_3_3_8;SP;ULV;3;3;8;17.02.2020;;;;;;;;;;
SP_ULV_3_3_9;SP;ULV;3;3;9;17.02.2020;;;;;;;;;;
SP_ULV_3_3_10;SP;ULV;3;3;10;17.02.2020;;;;;;;;;;
SP_ULV_3_3_11;SP;ULV;3;3;11;17.02.2020;;;;;;;;;;
SP_ULV_3_3_12;SP;ULV;3;3;12;17.02.2020;;;;;;;;;;
SP_ULV_3_3_13;SP;ULV;3;3;13;17.02.2020;;;;;;;;;;
SP_LAV_5_6_1;SP;LAV;5;6;1;18.02.2020;29.02.2020;;04.03.2020;17.03.2020;;;;;;
SP_ULV_3_3_15;SP;ULV;3;3;15;17.02.2020;;;;;;;;;;
SP_LAV_5_6_13;SP;LAV;5;6;13;18.02.2020;29.02.2020;;04.03.2020;17.03.2020;;;;;;
SP_ULV_3_3_17;SP;ULV;3;3;17;17.02.2020;;;;;;;;;;
SP_ULV_3_3_18;SP;ULV;3;3;18;17.02.2020;;;;;;;;;;
SP_ULV_3_3_19;SP;ULV;3;3;19;17.02.2020;;;;;;;;;;
SP_ULV_3_3_20;SP;ULV;3;3;20;17.02.2020;;;;;;;;;;
SP_ULV_3_4_1;SP;ULV;3;4;1;17.02.2020;;;;;;;;;;
SP_ULV_3_4_2;SP;ULV;3;4;2;17.02.2020;;;;;;;;;;
SP_ULV_3_4_3;SP;ULV;3;4;3;17.02.2020;;;;;;;;;;
SP_ULV_3_4_4;SP;ULV;3;4;4;17.02.2020;;;;;;;;;;
SP_ULV_3_4_5;SP;ULV;3;4;5;17.02.2020;;;;;;;;;;
SP_ULV_3_4_6;SP;ULV;3;4;6;17.02.2020;;;;;;;;;;
SP_ULV_3_4_7;SP;ULV;3;4;7;17.02.2020;;;;;;;;;;
SP_ULV_3_4_8;SP;ULV;3;4;8;17.02.2020;;;;;;;;;;
SP_ULV_3_4_9;SP;ULV;3;4;9;17.02.2020;;;;;;;;;;
SP_ULV_3_4_10;SP;ULV;3;4;10;17.02.2020;;;;;;;;;;
SP_ULV_3_4_11;SP;ULV;3;4;11;17.02.2020;;;;;;;;;;
SP_ULV_3_4_12;SP;ULV;3;4;12;17.02.2020;;;;;;;;;;
SP_ULV_3_4_13;SP;ULV;3;4;13;17.02.2020;;;;;;;;;;
SP_ULV_3_4_14;SP;ULV;3;4;14;17.02.2020;;;;;;;;;;
SP_ULV_3_4_15;SP;ULV;3;4;15;17.02.2020;;;;;;;;;;
SP_ULV_3_4_16;SP;ULV;3;4;16;17.02.2020;;;;;;;;;;
SP_ULV_3_4_17;SP;ULV;3;4;17;17.02.2020;;;;;;;;;;
SP_ULV_3_4_18;SP;ULV;3;4;18;17.02.2020;;;;;;;;;;
SP_ULV_3_4_19;SP;ULV;3;4;19;17.02.2020;;;;;;;;;;
SP_ULV_3_4_20;SP;ULV;3;4;20;17.02.2020;;;;;;;;;;
SP_ULV_3_5_1;SP;ULV;3;5;1;17.02.2020;;;;;;;;;;
SP_ULV_3_5_2;SP;ULV;3;5;2;17.02.2020;;;;;;;;;;
SP_ULV_3_5_3;SP;ULV;3;5;3;17.02.2020;;;;;;;;;;
SP_ULV_3_5_4;SP;ULV;3;5;4;17.02.2020;;;;;;;;;;
SP_ULV_3_5_5;SP;ULV;3;5;5;17.02.2020;;;;;;;;;;
SP_ULV_3_5_6;SP;ULV;3;5;6;17.02.2020;;;;;;;;;;
SP_ULV_3_5_7;SP;ULV;3;5;7;17.02.2020;;;;;;;;;;
SP_ULV_3_5_8;SP;ULV;3;5;8;17.02.2020;;;;;;;;;;
SP_ULV_3_5_9;SP;ULV;3;5;9;17.02.2020;;;;;;;;;;
SP_ULV_3_5_10;SP;ULV;3;5;10;17.02.2020;;;;;;;;;;
SP_ULV_3_5_11;SP;ULV;3;5;11;17.02.2020;;;;;;;;;;
SP_ULV_3_5_12;SP;ULV;3;5;12;17.02.2020;;;;;;;;;;
SP_ULV_3_5_13;SP;ULV;3;5;13;17.02.2020;;;;;;;;;;
SP_ULV_3_5_14;SP;ULV;3;5;14;17.02.2020;;;;;;;;;;
SP_ULV_3_5_15;SP;ULV;3;5;15;17.02.2020;;;;;;;;;;
SP_ULV_3_5_16;SP;ULV;3;5;16;17.02.2020;;;;;;;;;;
SP_ULV_3_5_17;SP;ULV;3;5;17;17.02.2020;;;;;;;;;;
SP_ULV_3_5_18;SP;ULV;3;5;18;17.02.2020;;;;;;;;;;
SP_ULV_3_5_19;SP;ULV;3;5;19;17.02.2020;;;;;;;;;;
SP_ULV_3_5_20;SP;ULV;3;5;20;17.02.2020;;;;;;;;;;
SP_ULV_3_6_1;SP;ULV;3;6;1;17.02.2020;;;;;;;;;;
SP_ULV_3_6_2;SP;ULV;3;6;2;17.02.2020;;;;;;;;;;
SP_ULV_3_6_3;SP;ULV;3;6;3;17.02.2020;;;;;;;;;;
SP_ULV_3_6_4;SP;ULV;3;6;4;17.02.2020;;;;;;;;;;
SP_ULV_3_6_5;SP;ULV;3;6;5;17.02.2020;;;;;;;;;;
SP_ULV_3_6_6;SP;ULV;3;6;6;17.02.2020;;;;;;;;;;
SP_ULV_3_6_7;SP;ULV;3;6;7;17.02.2020;;;;;;;;;;
SP_ULV_3_6_8;SP;ULV;3;6;8;17.02.2020;;;;;;;;;;
SP_ULV_3_6_9;SP;ULV;3;6;9;17.02.2020;;;;;;;;;;
SP_ULV_3_6_10;SP;ULV;3;6;10;17.02.2020;;;;;;;;;;
SP_ULV_3_6_11;SP;ULV;3;6;11;17.02.2020;;;;;;;;;;
SP_ULV_3_6_12;SP;ULV;3;6;12;17.02.2020;;;;;;;;;;
SP_ULV_3_6_13;SP;ULV;3;6;13;17.02.2020;;;;;;;;;;
SP_ULV_3_6_14;SP;ULV;3;6;14;17.02.2020;;;;;;;;;;
SP_ULV_3_6_15;SP;ULV;3;6;15;17.02.2020;;;;;;;;;;
SP_ULV_3_6_16;SP;ULV;3;6;16;17.02.2020;;;;;;;;;;
SP_ULV_3_6_17;SP;ULV;3;6;17;17.02.2020;;;;;;;;;;
SP_ULV_3_6_18;SP;ULV;3;6;18;17.02.2020;;;;;;;;;;
SP_ULV_3_6_19;SP;ULV;3;6;19;17.02.2020;;;;;;;;;;
SP_ULV_3_6_20;SP;ULV;3;6;20;17.02.2020;;;;;;;;;;
SP_ULV_3_7_1;SP;ULV;3;7;1;17.02.2020;;;;;;;;;;
SP_ULV_3_7_2;SP;ULV;3;7;2;17.02.2020;;;;;;;;;;
SP_ULV_3_7_3;SP;ULV;3;7;3;17.02.2020;;;;;;;;;;
SP_ULV_3_7_4;SP;ULV;3;7;4;17.02.2020;;;;;;;;;;
SP_ULV_3_7_5;SP;ULV;3;7;5;17.02.2020;;;;;;;;;;
SP_ULV_3_7_6;SP;ULV;3;7;6;17.02.2020;;;;;;;;;;
SP_ULV_3_7_7;SP;ULV;3;7;7;17.02.2020;;;;;;;;;;
SP_ULV_3_7_8;SP;ULV;3;7;8;17.02.2020;;;;;;;;;;
SP_ULV_3_7_9;SP;ULV;3;7;9;17.02.2020;;;;;;;;;;
SP_LAV_5_8_1;SP;LAV;5;8;1;18.02.2020;29.02.2020;;04.03.2020;11.03.2020;;0,00081;0,001;;0,00026;
SP_ULV_3_7_11;SP;ULV;3;7;11;17.02.2020;;;;;;;;;;
SP_ULV_3_7_12;SP;ULV;3;7;12;17.02.2020;;;;;;;;;;
SP_ULV_3_7_13;SP;ULV;3;7;13;17.02.2020;;;;;;;;;;
SP_ULV_3_7_14;SP;ULV;3;7;14;17.02.2020;;;;;;;;;;
SP_ULV_3_7_15;SP;ULV;3;7;15;17.02.2020;;;;;;;;;;
SP_ULV_3_7_16;SP;ULV;3;7;16;17.02.2020;;;;;;;;;;
SP_ULV_3_7_17;SP;ULV;3;7;17;17.02.2020;;;;;;;;;;
SP_ULV_3_7_18;SP;ULV;3;7;18;17.02.2020;;;;;;;;;;
SP_ULV_3_7_19;SP;ULV;3;7;19;17.02.2020;;;;;;;;;;
SP_ULV_3_7_20;SP;ULV;3;7;20;17.02.2020;;;;;;;;;;
SP_ULV_3_8_1;SP;ULV;3;8;1;17.02.2020;;;;;;;;;;
SP_ULV_3_8_2;SP;ULV;3;8;2;17.02.2020;;;;;;;;;;
SP_ULV_3_8_3;SP;ULV;3;8;3;17.02.2020;;;;;;;;;;
SP_ULV_3_8_4;SP;ULV;3;8;4;17.02.2020;;;;;;;;;;
SP_ULV_3_8_5;SP;ULV;3;8;5;17.02.2020;;;;;;;;;;
SP_ULV_3_8_6;SP;ULV;3;8;6;17.02.2020;;;;;;;;;;
SP_ULV_3_8_7;SP;ULV;3;8;7;17.02.2020;;;;;;;;;;
SP_ULV_3_8_8;SP;ULV;3;8;8;17.02.2020;;;;;;;;;;
SP_ULV_3_8_9;SP;ULV;3;8;9;17.02.2020;;;;;;;;;;
SP_ULV_3_8_10;SP;ULV;3;8;10;17.02.2020;;;;;;;;;;
SP_ULV_3_8_11;SP;ULV;3;8;11;17.02.2020;;;;;;;;;;
SP_ULV_3_8_12;SP;ULV;3;8;12;17.02.2020;;;;;;;;;;
SP_ULV_3_8_13;SP;ULV;3;8;13;17.02.2020;;;;;;;;;;
SP_ULV_3_8_14;SP;ULV;3;8;14;17.02.2020;;;;;;;;;;
SP_ULV_3_8_15;SP;ULV;3;8;15;17.02.2020;;;;;;;;;;
SP_ULV_3_8_16;SP;ULV;3;8;16;17.02.2020;;;;;;;;;;
SP_ULV_3_8_17;SP;ULV;3;8;17;17.02.2020;;agar dried out and re-moisturized 30.03.2020;;;;;;;;
SP_ULV_3_8_18;SP;ULV;3;8;18;17.02.2020;;agar dried out and re-moisturized 30.03.2021;;;;;;;;
SP_ULV_3_8_19;SP;ULV;3;8;19;17.02.2020;;agar dried out and re-moisturized 30.03.2022;;;;;;;;
SP_ULV_3_8_20;SP;ULV;3;8;20;17.02.2020;;;;;;;;;;
SP_ULV_3_9_1;SP;ULV;3;9;1;17.02.2020;;;;;;;;;;
SP_ULV_3_9_2;SP;ULV;3;9;2;17.02.2020;;;;;;;;;;
SP_LAV_5_8_19;SP;LAV;5;8;19;18.02.2020;29.02.2020;;04.03.2020;17.03.2020;;;;;;
SP_ULV_3_9_4;SP;ULV;3;9;4;17.02.2020;;;;;;;;;;
SP_ULV_3_9_5;SP;ULV;3;9;5;17.02.2020;;;;;;;;;;
SP_ULV_3_9_6;SP;ULV;3;9;6;17.02.2020;;;;;;;;;;
SP_ULV_3_9_7;SP;ULV;3;9;7;17.02.2020;;;;;;;;;;
SP_ULV_3_9_8;SP;ULV;3;9;8;17.02.2020;;;;;;;;;;
SP_ULV_3_9_9;SP;ULV;3;9;9;17.02.2020;;;;;;;;;;
SP_ULV_3_9_10;SP;ULV;3;9;10;17.02.2020;;;;;;;;;;
SP_ULV_3_9_11;SP;ULV;3;9;11;17.02.2020;;;;;;;;;;
SP_ULV_3_9_12;SP;ULV;3;9;12;17.02.2020;;;;;;;;;;
SP_ULV_3_9_13;SP;ULV;3;9;13;17.02.2020;;;;;;;;;;
SP_ULV_3_9_14;SP;ULV;3;9;14;17.02.2020;;;;;;;;;;
SP_ULV_3_9_15;SP;ULV;3;9;15;17.02.2020;;;;;;;;;;
SP_ULV_3_9_16;SP;ULV;3;9;16;17.02.2020;;;;;;;;;;
SP_ULV_3_9_17;SP;ULV;3;9;17;17.02.2020;;;;;;;;;;
SP_ULV_3_9_18;SP;ULV;3;9;18;17.02.2020;;;;;;;;;;
SP_ULV_3_9_19;SP;ULV;3;9;19;17.02.2020;;;;;;;;;;
SP_ULV_3_9_20;SP;ULV;3;9;20;17.02.2020;;;;;;;;;;
SP_ULV_4_1_1;SP;ULV;4;1;1;18.02.2020;;;;;;;;;;
SP_ULV_4_1_2;SP;ULV;4;1;2;18.02.2020;;;;;;;;;;
SP_ULV_4_1_3;SP;ULV;4;1;3;18.02.2020;;;;;;;;;;
SP_ULV_4_1_4;SP;ULV;4;1;4;18.02.2020;;;;;;;;;;
SP_ULV_4_1_5;SP;ULV;4;1;5;18.02.2020;;;;;;;;;;
SP_ULV_4_1_6;SP;ULV;4;1;6;18.02.2020;;;;;;;;;;
SP_ULV_4_1_7;SP;ULV;4;1;7;18.02.2020;;;;;;;;;;
SP_ULV_4_1_8;SP;ULV;4;1;8;18.02.2020;;;;;;;;;;
SP_ULV_4_1_9;SP;ULV;4;1;9;18.02.2020;;;;;;;;;;
SP_ULV_4_1_10;SP;ULV;4;1;10;18.02.2020;;;;;;;;;;
SP_ULV_4_1_11;SP;ULV;4;1;11;18.02.2020;;;;;;;;;;
SP_ULV_4_1_12;SP;ULV;4;1;12;18.02.2020;;;;;;;;;;
SP_ULV_4_1_13;SP;ULV;4;1;13;18.02.2020;;;;;;;;;;
SP_ULV_4_1_14;SP;ULV;4;1;14;18.02.2020;;;;;;;;;;
SP_ULV_4_1_15;SP;ULV;4;1;15;18.02.2020;;;;;;;;;;
SP_ULV_4_1_16;SP;ULV;4;1;16;18.02.2020;;;;;;;;;;
SP_ULV_4_1_17;SP;ULV;4;1;17;18.02.2020;;;;;;;;;;
SP_ULV_4_1_18;SP;ULV;4;1;18;18.02.2020;;;;;;;;;;
SP_ULV_4_1_19;SP;ULV;4;1;19;18.02.2020;;;;;;;;;;
SP_ULV_4_1_20;SP;ULV;4;1;20;18.02.2020;;;;;;;;;;
SP_ULV_4_2_1;SP;ULV;4;2;1;18.02.2020;;;;;;;;;;
SP_ULV_4_2_2;SP;ULV;4;2;2;18.02.2020;;;;;;;;;;
SP_ULV_4_2_3;SP;ULV;4;2;3;18.02.2020;;;;;;;;;;
SP_ULV_4_2_4;SP;ULV;4;2;4;18.02.2020;;;;;;;;;;
SP_ULV_4_2_5;SP;ULV;4;2;5;18.02.2020;;;;;;;;;;
SP_ULV_4_2_6;SP;ULV;4;2;6;18.02.2020;;;;;;;;;;
SP_ULV_4_2_7;SP;ULV;4;2;7;18.02.2020;;;;;;;;;;
SP_ULV_4_2_8;SP;ULV;4;2;8;18.02.2020;;;;;;;;;;
SP_ULV_4_2_9;SP;ULV;4;2;9;18.02.2020;;;;;;;;;;
SP_ULV_4_2_10;SP;ULV;4;2;10;18.02.2020;;;;;;;;;;
SP_ULV_4_2_11;SP;ULV;4;2;11;18.02.2020;;;;;;;;;;
SP_ULV_4_2_12;SP;ULV;4;2;12;18.02.2020;;;;;;;;;;
SP_ULV_4_2_13;SP;ULV;4;2;13;18.02.2020;;;;;;;;;;
SP_ULV_4_2_14;SP;ULV;4;2;14;18.02.2020;;;;;;;;;;
SP_ULV_4_2_15;SP;ULV;4;2;15;18.02.2020;;;;;;;;;;
SP_ULV_4_2_16;SP;ULV;4;2;16;18.02.2020;;;;;;;;;;
SP_ULV_4_2_17;SP;ULV;4;2;17;18.02.2020;;;;;;;;;;
SP_ULV_4_2_18;SP;ULV;4;2;18;18.02.2020;;;;;;;;;;
SP_ULV_4_2_19;SP;ULV;4;2;19;18.02.2020;;;;;;;;;;
SP_ULV_4_2_20;SP;ULV;4;2;20;18.02.2020;;;;;;;;;;
SP_ULV_4_3_1;SP;ULV;4;3;1;18.02.2020;;;;;;;;;;
SP_ULV_4_3_2;SP;ULV;4;3;2;18.02.2020;;;;;;;;;;
SP_ULV_4_3_3;SP;ULV;4;3;3;18.02.2020;;;;;;;;;;
SP_ULV_4_3_4;SP;ULV;4;3;4;18.02.2020;;;;;;;;;;
SP_ULV_4_3_5;SP;ULV;4;3;5;18.02.2020;;;;;;;;;;
SP_ULV_4_3_6;SP;ULV;4;3;6;18.02.2020;;;;;;;;;;
SP_ULV_4_3_7;SP;ULV;4;3;7;18.02.2020;;;;;;;;;;
SP_ULV_4_3_8;SP;ULV;4;3;8;18.02.2020;;;;;;;;;;
SP_ULV_4_3_9;SP;ULV;4;3;9;18.02.2020;;;;;;;;;;
SP_ULV_4_3_10;SP;ULV;4;3;10;18.02.2020;;;;;;;;;;
SP_ULV_4_3_11;SP;ULV;4;3;11;18.02.2020;;;;;;;;;;
SP_ULV_4_3_12;SP;ULV;4;3;12;18.02.2020;;;;;;;;;;
SP_ULV_4_3_13;SP;ULV;4;3;13;18.02.2020;;;;;;;;;;
SP_ULV_4_3_14;SP;ULV;4;3;14;18.02.2020;;;;;;;;;;
SP_ULV_4_3_15;SP;ULV;4;3;15;18.02.2020;;;;;;;;;;
SP_ULV_4_3_16;SP;ULV;4;3;16;18.02.2020;;;;;;;;;;
SP_ULV_4_3_17;SP;ULV;4;3;17;18.02.2020;;;;;;;;;;
SP_ULV_4_3_18;SP;ULV;4;3;18;18.02.2020;;;;;;;;;;
SP_ULV_4_3_19;SP;ULV;4;3;19;18.02.2020;;;;;;;;;;
SP_ULV_4_3_20;SP;ULV;4;3;20;18.02.2020;;;;;;;;;;
SP_ULV_4_4_1;SP;ULV;4;4;1;18.02.2020;;;;;;;;;;
SP_ULV_4_4_2;SP;ULV;4;4;2;18.02.2020;;;;;;;;;;
SP_ULV_4_4_3;SP;ULV;4;4;3;18.02.2020;;;;;;;;;;
SP_ULV_4_4_4;SP;ULV;4;4;4;18.02.2020;;;;;;;;;;
SP_ULV_4_4_5;SP;ULV;4;4;5;18.02.2020;;;;;;;;;;
SP_ULV_4_4_6;SP;ULV;4;4;6;18.02.2020;;;;;;;;;;
SP_ULV_4_4_7;SP;ULV;4;4;7;18.02.2020;;;;;;;;;;
SP_ULV_4_4_8;SP;ULV;4;4;8;18.02.2020;;;;;;;;;;
SP_ULV_4_4_9;SP;ULV;4;4;9;18.02.2020;;;;;;;;;;
SP_ULV_4_4_10;SP;ULV;4;4;10;18.02.2020;;;;;;;;;;
SP_ULV_4_4_11;SP;ULV;4;4;11;18.02.2020;;;;;;;;;;
SP_ULV_4_4_12;SP;ULV;4;4;12;18.02.2020;;;;;;;;;;
SP_ULV_4_4_13;SP;ULV;4;4;13;18.02.2020;;;;;;;;;;
SP_ULV_4_4_14;SP;ULV;4;4;14;18.02.2020;;;;;;;;;;
SP_ULV_4_4_15;SP;ULV;4;4;15;18.02.2020;;;;;;;;;;
SP_ULV_4_4_16;SP;ULV;4;4;16;18.02.2020;;;;;;;;;;
SP_ULV_4_4_17;SP;ULV;4;4;17;18.02.2020;;;;;;;;;;
SP_ULV_4_4_18;SP;ULV;4;4;18;18.02.2020;;;;;;;;;;
SP_ULV_4_4_19;SP;ULV;4;4;19;18.02.2020;;;;;;;;;;
SP_ULV_4_4_20;SP;ULV;4;4;20;18.02.2020;;;;;;;;;;
SP_ULV_4_5_1;SP;ULV;4;5;1;18.02.2020;;;;;;;;;;
SP_ULV_4_5_2;SP;ULV;4;5;2;18.02.2020;;;;;;;;;;
SP_ULV_4_5_3;SP;ULV;4;5;3;18.02.2020;;;;;;;;;;
SP_ULV_4_5_4;SP;ULV;4;5;4;18.02.2020;;;;;;;;;;
SP_ULV_4_5_5;SP;ULV;4;5;5;18.02.2020;;;;;;;;;;
