Site;Treat;Block;Plot;Year;Date;Registrator;IDS;MS;IDG;X;Y;SH;NL;LL;WL;NFL;NB;NC;NAC;seedl;juvinale;comment
Lav;;7;1;2018;13.08.2018;RG;5;;2;15,5;16;18;12;8;3;0;0;0;0;no;no;two shoots, hard to seperate
Lav;;7;1;2018;13.08.2018;RG;6;;;16;14;35;16;12;6;0;0;0;0;no;no;
Lav;;7;1;2018;13.08.2018;RG;7;;;16;14,5;4;8;6;2;0;0;0;0;no;no;
Lav;;7;1;2018;13.08.2018;RG;8;;;18;12,5;17;10;8;3;0;0;0;0;no;no;
Lav;;7;1;2018;13.08.2018;RG;9;;;19;14;16;10;6;4;0;0;0;0;no;no;
Lav;;7;1;2018;13.08.2018;RG;10;;;16;11;25;2;9;3;0;0;0;0;no;no;grazed
Lav;;7;1;2018;13.08.2018;RG;11;;;23,5;6;4;8;3;2;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;1;;;18;23;14;6;6;3;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;2;;2?;17;13,5;10;8;6;2;0;0;0;0;no;no;one tiny shoot with two leaves that might develop into a new shoot, lumped together since they are so small
Lav;;7;2;2018;14.08.2018;RG;3;;2?;18;12,5;17;12;7;4;0;0;0;0;no;no;(2,3 and 4 possible the same genet)
Lav;;7;2;2018;14.08.2018;RG;4;;2?;17,5;13,5;10;6;5;2;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;5;;;18,5;14,5;13;10;8;3;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;6;;;10;9;6;8;4;3;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;7;;;10,5;8;18;10;9;4;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;8;;;23,5;8,5;13;6;5;2;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;9;;;30,5;8;11;10;7;3;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;10;;;32,5;6;103;14;12;6;0;0;1;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;11;;;29,5;5;29;14;12;5;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;12;;;31;4;18;6;8;4;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;13;;;15;17;9;6;5;2;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;14;;;18;22;10;4;6;2;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;15;;1;18;21,5;19;6;7;2;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;16;;1?;18,5;20,5;14;2;5;2;0;0;0;0;no;no;
Lav;;7;2;2018;14.08.2018;RG;17;;1;18;21;10;6;4;1;0;0;0;0;no;no;
Lav;;7;3;2018;14.08.2018;RG;1;;;3,5;23;13;12;9;4;0;0;0;0;no;no;
Lav;;7;3;2018;14.08.2018;RG;2;;;3;24;22;10;6;4;0;0;0;0;no;no;tip was wilted/missing
Lav;;7;3;2018;14.08.2018;RG;3;;;4,5;23;9;4;7;2;0;0;0;0;yes;no;
Lav;;7;3;2018;14.08.2018;RG;4;;;2,5;20,5;7;5;4;2;0;0;0;0;yes;no;
Lav;;7;3;2018;14.08.2018;RG;5;;;3,5;21;50;22;9;4;0;0;0;0;no;no;
Lav;;7;3;2018;14.08.2018;RG;6;;;5;19,5;10;6;6;2;0;0;0;0;no;no;
Lav;;7;3;2018;14.08.2018;RG;7;;;2,5;20;14;8;8;2;0;0;0;0;no;no;
Lav;;7;3;2018;14.08.2018;RG;8;;;9,5;23;8;12;7;3;0;0;0;0;no;no;
Lav;;7;3;2018;14.08.2018;RG;9;;;0;18;29;10;6;3;0;0;0;0;no;no;
Lav;;7;3;2018;14.08.2018;RG;10;;;2,5;19;22;14;7;3;0;0;0;0;no;no;most leaves dead
Lav;;7;3;2018;14.08.2018;RG;11;;;4;18;8;6;8;3;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;1;;;19;24,5;11;10;7;3;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;2;;;22,5;23,5;12;8;6;3;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;3;;;27,5;22;13;10;11;4;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;4;;;27;21;5;4;4;2;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;5;;;28;21;5;8;5;3;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;6;;;27,5;22,5;5;6;4;2;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;7;;;1;10,5;9;6;6;3;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;8;;;14;34,5;23;14;9;4;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;9;;;2;8,5;11;6;6;3;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;10;;1;34;6;6;8;6;3;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;11;;1;33,5;4,5;76;14;12;6;0;0;2;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;12;;;34,5;5,5;10;8;6;2;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;13;;;4;4;9;12;11;4;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;14;;;5;4;6;8;7;4;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;15;;;4;2,5;10;9;6;4;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;16;;;5,5;4,5;21;13;12;5;0;0;0;0;no;no;
Lav;;7;4;2018;14.08.2018;RG;17;;;6;5;4;6;5;3;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;1;20;1;1,5;21;9;6;6;3;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;2;20;1;1;22;11;6;5;3;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;3;;;3;22,5;28;2;9;6;0;0;0;0;no;no;top eaten. Leaf eaten
Ulv;;1;1;2018;02.08.2018;SLO;4;;;4;22;10;6;3;2;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;5;;;4,5;23;5;4;3;2;0;0;0;0;no;no;very small
Ulv;;1;1;2018;02.08.2018;SLO;6;;;5;22,5;5;6;3;2;0;0;0;0;no;no;very small
Ulv;;1;1;2018;02.08.2018;SLO;7;;;13;20,5;70;10;8;5;0;0;2;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;8;;;16,5;24;7;4;7;3;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;9;;;22;24;16;6;10;5;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;10;;;23;22,5;10;8;10;4;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;11;;;23,5;24;8;8;8;5;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;12;;;34;23;4;4;3;2;0;0;0;0;no;yes;
Ulv;;1;1;2018;02.08.2018;SLO;13;;;0,5;18;8;4;8;5;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;14;;;0;19;5;6;6;3;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;15;;;2;13,5;17;6;5;3;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;16;;;14;14;45;8;9;4;0;0;2;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;17;;;2,5;2,5;10;4;4;2;0;0;0;0;no;yes;
Ulv;;1;1;2018;02.08.2018;SLO;18;;;24;4;30;10;12;5;0;0;0;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;19;;;34;2,5;77;6;11;5;0;0;4;0;no;no;
Ulv;;1;1;2018;02.08.2018;SLO;20;;1;2,5;21,5;5;2;4;2;0;0;0;0;no;no;almost dead, mother of 1, possibly 2.
Ulv;;1;2;2018;02.08.2018;RG;1;;;19;20;6;8;9;3;0;0;0;0;no;no;
Ulv;;1;2;2018;02.08.2018;RG;2;;;24,5;12;21;9;8;4;0;0;0;0;no;no;
Ulv;;1;2;2018;02.08.2018;RG;3;;;25,5;10,5;61;7;9;4;0;0;3;0;no;no;leaf withered, measured on one leaf, probably not the longest one
Ulv;;1;2;2018;02.08.2018;RG;4;;;27;9,5;15;10;9;5;0;0;0;0;no;no;
Ulv;;1;2;2018;02.08.2018;RG;5;;1;18,5;0,5;8;6;10;4;0;0;0;0;no;no;
Ulv;;1;2;2018;02.08.2018;RG;6;;1;18;0;8;8;8;4;0;0;0;0;no;no;
Ulv;;1;2;2018;02.08.2018;RG;7;;;25;3;16;3;7;4;0;0;0;0;no;no;grazed
Ulv;;1;3;2018;02.08.2018;RG;1;;;14,5;23,5;7;6;6;2;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;2;;;18;24;7;8;6;3;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;3;;;23;22,5;20;8;11;4;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;4;;;26,5;23;12;4;8;4;0;0;0;0;no;no;grazed
Ulv;;1;3;2018;02.08.2018;RG;5;;;26,5;23,5;14;1;5;2;0;0;0;0;no;no;grazed
Ulv;;1;3;2018;02.08.2018;RG;6;;;27;24;7;8;6;2;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;7;;;28,5;22,5;7;6;5;2;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;8;;;34;24,5;12;7;7;2;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;9;;1;33,5;22,5;4;5;6;2;0;0;0;0;no;no;new stem from 10
Ulv;;1;3;2018;02.08.2018;RG;10;;1;32,5;23;14;2;7;3;0;0;0;0;no;no;grazed
Ulv;;1;3;2018;02.08.2018;RG;11;;;32;20;34;10;11;5;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;12;;;30,5;20;6;6;5;2;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;13;;;32;19,5;4;8;6;2;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;14;;2;23,5;12,5;13;6;7;4;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;15;;2;25;12,5;16;10;10;4;0;0;0;0;no;no;
Ulv;;1;3;2018;02.08.2018;RG;16;;2;24,5;12;58;10;13;6;0;0;2;0;no;no;4 bottom leaves wilted. 16 starts growing close to 14, but grows on the ground until where the toothpick is placed
Ulv;;1;3;2018;02.08.2018;RG;17;;;26,5;15;51;10;11;4;0;0;0;4;no;no;5 bottom leaves wilted
Ulv;;1;3;2018;02.08.2018;RG;18;;;27,5;13;70;12;12;6;0;0;2;0;no;no;8 leaves wilted
Ulv;;1;3;2018;02.08.2018;RG;19;;;25;15,5;60;6;16;7;0;0;0;0;no;no;grazed
Ulv;;1;4;2018;02.08.2018;SLO;1;;;31,5;19,5;12;4;11;5;0;0;0;0;no;no;top eaten
Ulv;;1;4;2018;02.08.2018;SLO;2;;;26;12,5;18;8;9;3;0;0;0;0;no;no;
Ulv;;1;4;2018;02.08.2018;SLO;3;;;13;4;56;6;7;3;0;0;2;0;no;no;
Ulv;;1;5;2018;02.08.2018;SLO;1;;;18;19,5;101;16;10;4;0;0;5;0;no;no;
Ulv;;1;5;2018;02.08.2018;SLO;2;;;3,5;13,4;28;14;10;4;0;0;0;0;no;no;
Ulv;;1;5;2018;02.08.2018;SLO;3;;;14;12;8;6;7;3;0;0;0;0;no;no;
Ulv;;1;5;2018;02.08.2018;SLO;4;;;14;13;19;8;8;4;0;0;0;0;no;no;
Ulv;;1;6;2018;02.08.2018;SLO;1;;;11;21;12;6;5;3;0;0;0;0;no;no;Same IDG as 1 or 2
Ulv;;1;6;2018;02.08.2018;SLO;2;;;12;21;9;2;3;2;0;0;0;0;no;no;top eaten
Ulv;;1;6;2018;02.08.2018;SLO;3;;;12;12;20;8;10;4;0;0;0;0;no;no;
Ulv;;2;1;2018;01.08.2018;VV;1;;;34;6,5;5;3;11;6;0;0;0;0;no;no;
Ulv;;2;2;2018;02.08.2018;SLO;1;;;1;9,5;17;8;11;5;0;0;0;0;no;no;
Ulv;;2;2;2018;02.08.2018;SLO;2;;;4;8,5;4;6;6;3;0;0;0;0;no;no;
Ulv;;2;2;2018;02.08.2018;SLO;3;;;12;1,5;6;6;6;3;0;0;0;0;no;no;
Ulv;;2;2;2018;02.08.2018;SLO;4;;;11,5;3,5;10;4;7;3;0;0;0;0;no;no;
Ulv;;2;3;2018;02.08.2018;JT;1;;;31;23;50;8;9;5;0;0;0;0;no;no;
Ulv;;2;4;2018;02.08.2018;JT;1;;;11,5;18;6;6;7;4;0;0;0;0;no;no;
Ulv;;2;4;2018;02.08.2018;JT;2;;;27;12,5;90;9;11;5;0;0;0;0;no;no;
Ulv;;2;4;2018;02.08.2018;JT;3;;;16;2;24;8;8;5;0;0;0;0;no;no;
Ulv;;2;4;2018;02.08.2018;JT;4;;;18;2;16;8;8;4;0;0;0;0;no;no;
Ulv;;2;5;2018;02.08.2018;JT;1;;;14,5;17,5;79;8;9;6;0;0;4;0;no;no;
Ulv;;2;5;2018;02.08.2018;JT;2;;;1,5;4;59;8;8;5;0;0;0;0;no;no;
Ulv;;2;5;2018;02.08.2018;JT;3;;;6;1,5;5;6;7;4;0;0;0;0;no;no;
Ulv;;2;5;2018;02.08.2018;JT;4;;;2,5;7,5;16;10;11;4;0;0;0;0;no;no;
Ulv;;2;5;2018;02.08.2018;JT;5;;;1;1;5;8;8;4;0;0;0;0;no;no;
Ulv;;2;5;2018;02.08.2018;JT;6;;;0;1;4;8;7;3;0;0;0;0;no;no;
Ulv;;2;5;2018;02.08.2018;JT;7;;;0;0;7;8;8;4;0;0;0;0;no;no;
Ulv;;3;1;2018;03.08.2018;RG;1;;;14;17,5;12;8;8;4;0;0;0;0;no;no;
Ulv;;3;1;2018;03.08.2018;RG;2;;;13;8;80;14;11;6;0;0;0;0;no;no;wilted leaves measured tge one that was still alive
Ulv;;3;1;2018;03.08.2018;RG;3;;1;15;9;6;8;6;3;0;0;0;0;no;no;
Ulv;;3;1;2018;03.08.2018;RG;4;;1;14,5;8;8;3;8;3;0;0;0;0;no;no;
Ulv;;3;1;2018;03.08.2018;RG;5;;2;22;10;74;9;11;5;0;0;0;0;no;no;wilted leaves measured tge one that was still alive
Ulv;;3;1;2018;03.08.2018;RG;6;5;2;22;9,5;84;12;8;4;0;0;0;0;no;no;wilted leaves measured tge one that was still alive
Ulv;;3;1;2018;03.08.2018;RG;7;;;17,5;6;18;12;10;4;0;0;0;0;no;no;
Ulv;;3;2;2018;02.08.2018;VV;1;;;26;26;90;10;11;6;0;0;4;0;no;no;
Ulv;;3;2;2018;02.08.2018;VV;2;;;26;12;115;11;11;8;0;0;3;0;no;no;
Ulv;;3;2;2018;02.08.2018;VV;3;;;29,5;13;60;10;9;8;0;0;0;0;no;no;
Ulv;;3;2;2018;02.08.2018;VV;4;;;31;15;70;8;9;6;0;0;0;1;no;no;
Ulv;;3;2;2018;02.08.2018;VV;5;;;34;17;30;8;7;3;0;0;0;0;no;no;
Ulv;;3;2;2018;02.08.2018;VV;6;;;29;2,5;40;12;16;6;0;0;0;0;no;no;
Ulv;;3;2;2018;02.08.2018;VV;7;;;34;1;25;8;7;4;0;0;0;0;no;no;
Ulv;;3;3;2018;02.08.2018;VV;1;;;0;21,5;5;6;2;1;0;0;0;0;yes;no;
Ulv;;3;3;2018;02.08.2018;VV;2;;;0;22;4;8;1;1;0;0;0;0;yes;no;
Ulv;;3;3;2018;02.08.2018;VV;3;;;0;23;5;10;2;1;0;0;0;0;yes;no;
Ulv;;3;3;2018;02.08.2018;VV;4;;;4,5;17,5;5;3;1;1;0;0;0;0;yes;no;
Ulv;;3;3;2018;02.08.2018;VV;5;;;14,5;17,5;120;14;15;10;0;0;7;0;no;no;
Ulv;;3;3;2018;02.08.2018;VV;6;;;26;11;15;12;8;4;0;0;0;0;no;no;
Ulv;;3;3;2018;02.08.2018;VV;7;;;21;5;15;7;8;3;0;0;0;0;no;no;
Ulv;;3;3;2018;02.08.2018;VV;8;;;21,5;5,5;25;9;8;4;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;1;;;4;21,5;70;10;10;6;0;0;2;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;2;;;6,5;22;5;6;6;3;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;3;;;4,5;17;10;6;4;3;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;4;;;4,5;16;25;8;9;3;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;5;;;3;15;20;2;8;5;0;0;0;0;no;no;grazed
Ulv;;3;4;2018;02.08.2018;VV;6;;;11;14,5;20;6;8;6;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;7;;;16,5;12,5;35;10;8;6;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;8;;;20,5;24,5;20;8;3;2;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;9;;;21,5;24,5;16;8;3;2;0;0;0;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;10;;;32;14;75;5;9;6;0;0;2;0;no;no;
Ulv;;3;4;2018;02.08.2018;VV;11;;;9,5;14;20;6;8;5;0;0;0;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;1;;;2,5;21,5;83;14;11;5;0;0;2;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;2;;;19;20,5;32;8;7;5;0;0;0;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;3;;;16;14;20;10;8;4;0;0;0;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;4;;;21;6;17;8;8;4;0;0;0;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;5;;;2;3;114;10;13;6;0;0;5;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;6;;;4;4;45;12;10;5;0;0;0;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;7;;;8;5;18;8;11;5;0;0;0;0;no;no;
Ulv;;3;5;2018;03.08.2018;SLO;8;;;12;3;12;6;9;4;0;0;0;0;no;no;
Ulv;;3;6;2018;03.08.2018;SLO;1;;1;33;24;90;6;9;5;0;0;3;0;no;no;
Ulv;;3;6;2018;03.08.2018;SLO;2;;;33;21,5;5;6;3;2;0;0;0;0;no;no;
Ulv;;3;6;2018;03.08.2018;SLO;3;;;13;15,5;33;14;12;6;0;0;0;0;no;no;Possible same IDG on 3 and 4
Ulv;;3;6;2018;03.08.2018;SLO;4;;;14;16;9;6;5;3;0;0;0;0;no;no;Possible same IDG on 3 and 4
Ulv;;3;6;2018;03.08.2018;SLO;5;;;6,5;0;18;10;6;3;0;0;0;0;no;no;Possible same IDG on 5, 6 and 7
Ulv;;3;6;2018;03.08.2018;SLO;6;;;6;0,5;6;4;5;3;0;0;0;0;no;no;Possible same IDG on 5, 6 and 7
Ulv;;3;6;2018;03.08.2018;SLO;7;;;6,5;0,5;7;4;4;2;0;0;0;0;no;no;Possible same IDG on 5, 6 and 7
Ulv;;3;6;2018;03.08.2018;SLO;8;1;1;33,5;24;6;4;3;2;0;0;0;0;no;no;
Ulv;;4;1;2018;30.07.2018;JT/VV;1;;;2;20;62;6;8;5;0;0;2;0;no;no;difficult to see, capsules fell off
Ulv;;4;1;2018;30.07.2018;JT/VV;2;;;0,5;14;5;4;4;2;0;0;0;0;no;no;
Ulv;;4;1;2018;30.07.2018;JT/VV;3;;;0,5;13;5;4;7;3;0;0;0;0;no;no;
Ulv;;4;1;2018;30.07.2018;JT/VV;4;;;10;5;73;9;11;7;0;0;0;0;no;no;
Ulv;;4;1;2018;30.07.2018;JT/VV;5;;;17;95;15;1;9;5;0;0;0;0;no;no;
Ulv;;4;3;2018;01.08.2018;VV;1;;;0,5;16;10;4;4;2;0;0;0;0;no;no;These are tiny, unsure if they even are veronicas
Ulv;;4;3;2018;01.08.2018;VV;2;;;0,5;21;5;4;2;1;0;0;0;0;no;no;These are tiny, unsure if they even are veronicas
Ulv;;4;3;2018;01.08.2018;VV;3;;;0,5;23;5;4;1;1;0;0;0;0;no;no;These are tiny, unsure if they even are veronicas
Ulv;;4;5;2018;01.08.2018;RG;1;;;20,5;8,5;12;11;9;3;0;0;0;0;no;no;
Ulv;;4;5;2018;01.08.2018;RG;2;;;20,5;27,5;10;6;12;2;0;0;0;0;no;no;
Ulv;;4;5;2018;01.08.2018;RG;3;;;19;29,5;35;9;11;6;0;0;2;0;no;no;
Ulv;;4;5;2018;01.08.2018;RG;4;;;15,5;28,5;45;6;10;3;0;0;0;0;no;no;
Ulv;;4;5;2018;01.08.2018;RG;5;;;15;31;79;0;0;0;0;0;0;0;no;no;Wilted (impossible to guess leaf an flower)
Ulv;;5;1;2018;01.08.2018;SLO;1;;;22,5;8,5;11;6;9;4;0;0;0;0;no;no;
Ulv;;5;1;2018;01.08.2018;SLO;2;;;16;4;31;2;15;6;0;0;0;0;no;no;top eaten
Ulv;;6;1;2018;01.08.2018;VV;1;;;13;8;2,5;7;8;5;0;0;0;0;no;no;
Ulv;;6;1;2018;01.08.2018;VV;2;;;5;9;60;8;14;7;0;0;0;0;no;no;
Ulv;;6;1;2018;01.08.2018;VV;3;;;23;12,5;35;7;8;5;0;0;0;0;no;no;
Ulv;;6;1;2018;01.08.2018;VV;4;;;1;12;35;8;7;4;0;0;0;0;no;no;
Ulv;;6;2;2018;31.07.2018;OS;1;;;17;13;35;10;15;7;0;0;0;0;no;no;
Ulv;;6;2;2018;31.07.2018;OS;2;;;21;17;27;6;8;3;0;0;0;0;no;no;
Ulv;;6;2;2018;31.07.2018;OS;3;;;21;18;10;4;5;2;0;0;0;0;no;no;
Ulv;;6;2;2018;31.07.2018;OS;4;;;22;19;17;4;6;2;0;0;0;0;no;no;
Ulv;;6;2;2018;31.07.2018;OS;5;;;23;3;18;6;8;4;0;0;0;0;no;no;
Ulv;;6;2;2018;31.07.2018;OS;6;;;25;4;24;6;8;5;0;0;0;0;no;no;
Ulv;;6;2;2018;31.07.2018;OS;7;;;25;3;0;0;0;0;0;0;0;0;no;no;Grazed. Reproductive?
Ulv;;6;2;2018;31.07.2018;OS;8;;;24;7;18;8;9;5;0;0;0;0;no;no;
Ulv;;6;3;2018;01.08.2018;SLO;1;;;32;16;15;6;7;4;0;0;0;0;no;no;1 and 2 close to each other, possible same IDG
Ulv;;6;3;2018;01.08.2018;SLO;2;;;32;15;8;4;7;3;0;0;0;0;no;no;1 and 2 close to each other, possible same IDG
Ulv;;6;3;2018;01.08.2018;SLO;3;;;9,5;11;17;10;8;4;0;0;0;0;no;no;3 and 4 maybe same IDG
Ulv;;6;3;2018;01.08.2018;SLO;4;;;10,5;13;24;8;10;4;0;0;0;0;no;no;3 and 4 maybe same IDG
Ulv;;6;3;2018;01.08.2018;SLO;5;;;25;7;26;6;7;4;0;0;0;0;no;no;Might dissapear with transplant
Ulv;;6;3;2018;01.08.2018;SLO;6;;;7,5;3,5;75;8;12;7;0;0;3;0;no;no;
Ulv;;6;3;2018;01.08.2018;SLO;7;;;23,5;3,5;23;8;7;3;0;0;0;0;no;no;
Ulv;;6;4;2018;01.08.2018;SLO;1;;;23;15,5;28;4;9;4;0;0;0;0;no;no;looks sick
Ulv;;6;4;2018;01.08.2018;SLO;2;;;34,5;16,5;31;8;8;4;0;0;0;0;no;no;2, 3 and 7 might be same IDG
Ulv;;6;4;2018;01.08.2018;SLO;3;;;33,5;15,5;45;10;15;6;0;0;0;0;no;no;2, 3 and 7 might be same IDG
Ulv;;6;4;2018;01.08.2018;SLO;4;;;15;14,5;18;8;5;3;0;0;0;0;no;no;
Ulv;;6;4;2018;01.08.2018;SLO;5;;;26;13;76;10;14;7;0;0;0;0;no;no;top eaten
Ulv;;6;4;2018;01.08.2018;SLO;6;;;29,5;14,5;79;10;11;6;0;0;0;0;no;no;top eaten
Ulv;;6;4;2018;01.08.2018;SLO;7;;;33;14;34;10;10;4;0;0;0;0;no;no;2, 3 and 7 might be same IDG
Ulv;;6;4;2018;01.08.2018;SLO;8;;;1,5;2;35;6;11;6;0;0;0;0;no;no;top eaten
Ulv;;6;5;2018;02.08.2018;RG;1;;;4;13,5;4;6;7;2;0;0;0;0;no;no;
Ulv;;6;5;2018;02.08.2018;RG;2;;;4,5;13,5;17;10;8;5;0;0;0;0;no;no;one leaf wilted
Ulv;;6;5;2018;02.08.2018;RG;3;;1;5,5;13;5;8;7;5;0;0;0;0;no;no;
Ulv;;6;5;2018;02.08.2018;RG;4;;1;5;12;27;7;14;7;0;0;0;0;no;no;grazed, 27 mm, where 5 of 7 leaves wilter
Ulv;;6;5;2018;02.08.2018;RG;5;;;32,5;12;37;12;11;3;0;0;0;0;no;no;2 wilted leaves
Ulv;;6;5;2018;02.08.2018;RG;6;;;33;10,5;11;6;7;3;0;0;0;0;no;no;
Ulv;;6;6;2018;01.08.2018;SLO;1;;;1,5;16;11;8;5;2;0;0;0;0;no;no;
Ulv;;6;6;2018;01.08.2018;SLO;2;;;11;11,5;38;10;10;4;0;0;0;0;no;no;
Ulv;;6;6;2018;01.08.2018;SLO;3;;;2,5;9,5;23;6;10;4;0;0;0;0;no;no;
Ulv;;7;1;2018;01.08.2018;SLO;1;;;3;23,5;48;4;14;9;0;0;0;0;no;no;1 and 2 same IDG, top eaten
Ulv;;7;1;2018;01.08.2018;SLO;2;;;5;23,5;50;8;13;8;0;0;0;0;no;no;1 and 2 same IDG
Ulv;;7;1;2018;01.08.2018;SLO;3;;;15,5;21;26;10;6;3;0;0;0;0;no;no;
Ulv;;7;1;2018;01.08.2018;SLO;4;;;28;22,5;24;10;9;3;0;0;0;0;no;no;
Ulv;;7;1;2018;01.08.2018;SLO;5;;;14;19;62;6;10;4;0;0;1;0;no;no;Same IDG as 3?
Ulv;;7;1;2018;01.08.2018;SLO;6;;;2,5;11,5;16;6;6;3;0;0;0;0;no;no;6 and 7 same IDG
Ulv;;7;1;2018;01.08.2018;SLO;7;;;3;12;18;8;9;3;0;0;0;0;no;no;6 and 7 same IDG
Ulv;;7;1;2018;01.08.2018;SLO;8;;;14;15;35;4;13;5;0;0;0;0;no;no;top eaten
Ulv;;7;1;2018;01.08.2018;SLO;9;;;23,5;8;24;8;8;3;0;0;0;0;no;no;
Ulv;;7;1;2018;01.08.2018;SLO;10;;;8,5;1;24;8;9;4;0;0;0;0;no;no;10, 11 and 12 same IDG
Ulv;;7;1;2018;01.08.2018;SLO;11;;;10;0,5;16;8;9;4;0;0;0;0;no;no;10, 11 and 12 same IDG
Ulv;;7;1;2018;01.08.2018;SLO;12;;;9;0;16;6;6;3;0;0;0;0;no;no;10, 11 and 12 same IDG
Ulv;;7;2;2018;31.07.2018;VV;1;;;22,5;2,5;80;7;15;8;0;0;0;0;no;no;eaten, was probably fertile
Ulv;;7;2;2018;31.07.2018;VV;2;;;25,5;1,5;24;6;5;3;0;0;0;0;no;no;
Ulv;;7;2;2018;31.07.2018;VV;3;;;17,5;22;30;6;8;4;0;0;0;0;no;no;
Ulv;;7;2;2018;31.07.2018;VV;4;;;11,5;24,5;10;4;7;3;0;0;0;0;no;no;
Ulv;;7;2;2018;31.07.2018;VV;5;;;10,5;24,5;25;2;2;1;0;0;0;0;no;no;
Ulv;;7;2;2018;31.07.2018;VV;6;;;9,5;22;105;8;13;7;0;0;0;0;no;no;
Ulv;;7;3;2018;31.07.2018;JT;1;;;25;16,5;23;10;9;4;0;0;0;0;no;no;
