Site	Species	Treat	Block	Plot	Year	Date	Registrator	IDS	MS	IDG	X	Y	SH	NL	NL_partitioned	LL	WL	NFL	NFL1	NFL2	NFL3	NFL4	NFL5	NB	NB1	NB2	NB3	NC	NC1	NC2	NAC	NFS	Length of aks	Length of aks (partitioned)	seedl	juvinale	comment
Låv	Ver_off	Extant	1	2	2018	14.09.2018		1		1	17,5	20,0	45	11		17	7																				
Låv	Ver_off	Extant	1	2	2018	14.09.2018		2	1	1	18,5	19,5	10	7		12	5																				
Låv	Ver_off	Extant	1	2	2018	14.09.2018		3			19,0	9,5	25	18		15	8																				
Låv	Ver_off	Extant	1	2	2018	14.09.2018		4		2	16,5	8,0	29	8		30	6																				
Låv	Ver_off	Extant	1	2	2018	14.09.2018		5		2	17,0	6,5	26	23		16	11																				
Låv	Ver_off	Extant	1	2	2018	14.09.2018		6		2	16,5	7,0	27	7		19	8																				
Låv	Vio_can	Extant	1	2	2018	14.09.2018		1			27,0	18,0	22	4		20	18																				
Låv	Vio_can	Extant	1	2	2018	14.09.2018		2			25,0	8,5	23	2		19	16																				
Låv	Ver_off	Extant	1	4	2018	14.09.2018		1			7,5	15,0	50	50		29	50																				
Låv	Ver_off	Extant	1	4	2018	14.09.2018		2			6,5	15,5	24	7		9	5																				
Låv	Ver_off	Extant	1	4	2018	14.09.2018		3			6,0	7,5	70	22		29	12																				
Låv	Ver_off	Extant	1	4	2018	14.09.2018		4			8,5	8,5	26	9		15	7																				
Låv	Vio_can	Extant	1	4	2018	14.09.2018		1			27,0	17,5	35	7		25	19											1									
Låv	Vio_can	Extant	1	4	2018	14.09.2018		2			27,0	6,5	17	4		19	15																				
Låv	Vio_can	Extant	2	2	2018	11.09.2018	SO	1			7,5	18,0	28	7		28	20																				
Låv	Vio_can	Extant	2	2	2018	11.09.2018	SO	2			8,0	9,5	21	11		35	24																				
Låv	Ver_off	Extant	2	2	2018	11.09.2018	SO	1			26,5	17,5	33	34		19	9																				
Låv	Ver_off	Extant	2	2	2018	11.09.2018	SO	2			26,0	7,0	54	46		21	12																				
Låv	Vio_can	Extant	2	6	2018	14.09.2018		1			16,5	17,5	17	4		23	16																				
Låv	Vio_can	Extant	2	6	2018	14.09.2018		2			16,0	8,0	34	7		18	19																				2 shoot
Låv	Ver_off	Extant	2	6	2018	14.09.2018		1			26,5	18,5	35	21		15	9											2			7						
Låv	Ver_off	Extant	2	6	2018	14.09.2018		2			28,0	16,0	62	45		19	10																				2/3 shoots
Låv	Ver_off	Extant	2	6	2018	14.09.2018		3			26,5	7,5	30	23		12	7																				
Låv	Ver_off	Extant	2	6	2018	14.09.2018		4			25,0	5,5	38	36		28	12																				2 shoots
Låv	Ver_off	Extant	2	6	2018	14.09.2018		5		1	26,5	8,0	58	19		12	7																				
Låv	Ver_off	Extant	2	6	2018	14.09.2018		6	5	1	27,5	7,0	10			11	7																				
Låv	Ver_off	Extant	2	6	2018	14.09.2018		7	5	1	28,5	7,5	21	12		13	6																				
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	1			7,0	18,5	35	14		16	9																				
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	2		1	10,0	16,5	52	20		22	13																				
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	3		1	10,0	15,5	34	6		17	18																				
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	4		1	89,0	16,0	36	8		13	6																				
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	5		1	9,0	16,0	40	5		12	7																				
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	6		1	10,0	17,5	18	5		8	5																				
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	7	8	2	6,5	7,0	18+15	8+4		18	8																				two branches on 8
Låv	Ver_off	Extant	3	1	2018	11.09.2018	RG	8		2	8,0	7,0	30	15		20	13																				two branches on 8
Låv	Vio_can	Extant	3	1	2018	11.09.2018	RG	1			26,0	16,0	26	34		18	15																				
Låv	Vio_can	Extant	3	1	2018	11.09.2018	RG	2			29,0	16,5	45	1		19	18																				
Låv	Vio_can	Extant	3	1	2018	11.09.2018	RG	3			25,5	17,5	19	2		17	13																				
Låv	Vio_can	Extant	3	1	2018	11.09.2018	RG	4			27,5	8,0	10	5		26	19											1									
Låv	Ver_off	Extant	3	4	2018	11.09.2018	RG	1			8,0	16,5	69	19		28	14																				
Låv	Ver_off	Extant	3	4	2018	11.09.2018	RG	2	1		9,0	17,0	30	7		20	11																				grazed
Låv	Ver_off	Extant	3	4	2018	11.09.2018	RG	3	1		7,5	17,0	13	7		14	6																				
Låv	Ver_off	Extant	3	4	2018	11.09.2018	RG	4	1		7,0	18,5	43	8		14	7																				
Låv	Ver_off	Extant	3	4	2018	11.09.2018	RG	5			6,5	9,0	ca 90	30		24	14																				
Låv	Ver_off	Extant	3	4	2018	11.09.2018	RG	6	x		6,0	8,0	ca 50	11		15	10																				
Låv	Ver_off	Extant	3	4	2018	11.09.2018	RG	7	x		7,5	8,0	7	4		14	7																				
Låv	Vio_can	Extant	3	4	2018	11.09.2018	RG	1			27,0	16,0	28	6		20	18											1									
Låv	Vio_can	Extant	3	4	2018	11.09.2018	RG	2			27,5	7,5	25	11		25	21																				
Låv	Ver_off	Extant	5	3	2018	14.09.2018		1		1	9,0	17,5	57	25		14																					
Låv	Ver_off	Extant	5	3	2018	14.09.2018		2	1	1	8,5	19,5	13	7		5																					
Låv	Ver_off	Extant	5	3	2018	14.09.2018		3	1	1	8,5	18,5	16	8		5																					
Låv	Ver_off	Extant	5	3	2018	14.09.2018		4			7,0	9,5	26	13		7																					
Låv	Ver_off	Extant	5	3	2018	14.09.2018		5		2	8,5	8,5	15	9		8																					
Låv	Ver_off	Extant	5	3	2018	14.09.2018		6	5	2	9,0	7,5	13	9		6																					
Låv	Vio_can	Extant	5	3	2018	14.09.2018		1			27,5	18,5	29	3		20	18																				
Låv	Vio_can	Extant	5	3	2018	14.09.2018		2			28,0	17,5	35	1		15	18																				
Låv	Vio_can	Extant	5	3	2018	14.09.2018		3			28,0	20,0	25	2		20	16																				
Låv	Vio_can	Extant	5	3	2018	14.09.2018		4			27,5	7,5	15	15		34	26											2									
Låv	Vio_can	Extant	5	6	2018	14.09.2018	IA	1			17,0	19,0	10	6		22	22																				2 shoots grazed
Låv	Vio_can	Extant	5	6	2018	14.09.2018	IA	2			17,0	7,5	31	4		16	15																				
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	1	7	1	25,5	16,0	16	11		4																					
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	2	7	1	26,5	16,0	13	9		5																					
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	3	7	1	26,0	17,5	3	3		2																					
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	4	7	1	27,0	18,0	5	18		12																					
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	5	7	1	26,5	19,0	3	21		12																					
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	6	7	1	27,5	19,0	4	3		2																					
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	7		1	27,0	19,5	11	25		12																					
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	8	10	2	29,0	5,0	22	9		9	6																				
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	9	10	2	29,0	6,0	23	6		13	5																				
Låv	Ver_off	Extant	5	6	2018	14.09.2018	IA	10		2	26,5	6,0	48	2		27	13																				
Gud	Car_pal	Extant	7	2	2018	03.09.2018	RG	1			16,0	19,5		15		145																					
Gud	Car_pal	Extant	7	2	2018	03.09.2018	RG	2			15,5	18,0		10		150																					avblomstret
Gud	Car_pal	Extant	7	2	2018	03.09.2018	RG	3			17,0	18,0		7		113																					
Gud	Car_pal	Extant	7	2	2018	03.09.2018	RG	4			16,0	7,5		7		109																					
Gud	Car_pal	Extant	7	2	2018	03.09.2018	RG	5			17,0	19,0		7		192																	11				avblomstret
Låv	Vio_can	Extant	6	6	2018	14.09.2018		1			17,5	15,5	22	16		27	23											3									4 shoots
Låv	Vio_can	Extant	6	6	2018	14.09.2018		2			17,0	10,0	31	5		27	25																				
Låv	Vio_can	Extant	6	6	2018	14.09.2018		3			17,5	7,0	23	3		19	20																				
Låv	Vio_can	Extant	6	6	2018	14.09.2018		4			18,5	6,5	24	24		22	21																				6 shoots
Låv	Ver_off	Extant	6	6	2018	14.09.2018		1		1	26,0	16,5	8	15		22	13											8									
Låv	Ver_off	Extant	6	6	2018	14.09.2018		2		2	28,0	17,5	46	10		40	6																				
Låv	Ver_off	Extant	6	6	2018	14.09.2018		3	1	1	27,0	18,5	25	10		17	7																				
Låv	Ver_off	Extant	6	6	2018	14.09.2018		4	1	1	27,5	18,5	12	6		12	4																				
Låv	Ver_off	Extant	6	6	2018	14.09.2018		5		2	26,0	15,5	56	12		15	11																				
Låv	Ver_off	Extant	6	6	2018	14.09.2018		6	5	2	28,0	16,0	21	5		30	6																				
Låv	Ver_off	Extant	6	6	2018	14.09.2018		7	5	2	29,0	18,0	20	7		18	12																				(+) shoots
Låv	Ver_off	Extant	6	6	2018	14.09.2018		8			29,0	8,0	70	40		28	12																				
Låv	Ver_off	Extant	7	2	2018	14.09.2018		1			16,5	18,5	40	8		34	14																				
Låv	Ver_off	Extant	7	2	2018	14.09.2018		2			18,5	6,0	45	12		20	9																				
Låv	Ver_off	Extant	7	2	2018	14.09.2018		3			16,0	5,0	15	3		15	8																				
Låv	Vio_can	Extant	7	2	2018	14.09.2018		1			26,0	18,0	28	25		28	24																				5 shoot
Låv	Vio_can	Extant	7	2	2018	14.09.2018		2			29,0	6,0	17	3		21	30																				
Låv	Vio_can	Extant	7	2	2018	14.09.2018		3			28,0	8,0	12	7		26	25																				
Låv	Vio_can	Extant	7	2	2018	14.09.2018		4			26,5	6,5	20	7		26	24																				
Gud	Ver_off	Extant	1	4	2018	03.09.2018	SO	1			26,5	18,0	68	19		26	14	1										24									
Gud	Ver_off	Extant	1	4	2018	03.09.2018	SO	2			27,0	9,0	94	20		21	12																				
Gud	Vio_can	Extant	1	4	2018	03.09.2018	SO	1			8,5	17,5	16	4		20	14																				
Gud	Vio_can	Extant	1	4	2018	03.09.2018	SO	2			6,0	7,5	20	3		20	12																				
Gud	Vio_can	Extant	1	4	2018	03.09.2018	SO	3			6,5	9,5	10	3		14	10																				
Gud	Ver_off	Extant	2	3	2018	03.09.2018	ELE/RG	1			8,0	17,0	51	22		18	10																				
Gud	Ver_off	Extant	2	3	2018	03.09.2018	ELE/RG	2			9,0	16,0	28	12		16	8																				
Gud	Ver_off	Extant	2	3	2018	03.09.2018	ELE/RG	3			11,0	17,0	103	24		17	9																				
Gud	Ver_off	Extant	2	3	2018	03.09.2018	ELE/RG	4			10,0	19,5	10	6		5	3																				
Gud	Ver_off	Extant	2	3	2018	03.09.2018	ELE/RG	5			7,0	8,0	78	2		22	11																				
Gud	Ver_off	Extant	2	3	2018	03.09.2018	ELE/RG	6			7,0	6,0	67	16		24	13											11									
Gud	Vio_can	Extant	2	3	2018	03.09.2018	ELE/RG	1			17,0	18,0	17	6		18	14											1									
Gud	Vio_can	Extant	2	3	2018	03.09.2018	ELE/RG	2			17,0	7,5	15	8		15	14																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	1		1	17,0	18,0	15	13		18	9																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	2	1	1	16,5	19,0	4	4		7	4																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	3	1	1	16,0	18,5	4	4		6	4																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	4		1	15,5	18,5	20	8		11	6																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	5			16,5	17,0	15	4		10	6																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	6			16,0	16,0	4	4		6	3																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	7			17,0	16,5	13	8		9	6																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	8			17,0	15,5	8	4		9	5																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	9			27,5	15,5	11	6		11	6																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	10			18,5	14,5	30	36		19	11																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	11			16,0	8,5	27	10		14	7																				
Gud	Ver_off	Extant	3	2	2018	03.09.2018	RG	12			18,0	7,5	72	12		28	11																				
Gud	Vio_can	Extant	3	2	2018	03.09.2018	RG	1			27,5	17,5	18	3		16	9																				
Gud	Vio_can	Extant	3	2	2018	03.09.2018	RG	2			26,5	6,5	25	4		24	18																				
Gud	Ver_off	Extant	3	6	2018	03.09.2018	ELE	1			6,5	17,5	103	34		23	10																				
Gud	Ver_off	Extant	3	6	2018	03.09.2018	ELE	2			7,0	8,0	39	16		18	9																				
Gud	Vio_can	Extant	3	6	2018	03.09.2018	ELE	1			17,5	17,5	14	10		16	12																				
Gud	Vio_can	Extant	3	6	2018	03.09.2018	ELE	2			17,5	8,0	19	8		17	14											1									
Låv	Car_pil	Extant	1	2	2018	14.09.2018		1			5,0	19,0		6		85																	10				
Låv	Car_pil	Extant	1	2	2018	14.09.2018		2			6,0	18,5		6		186																	9				
Låv	Car_pil	Extant	1	2	2018	14.09.2018		3			5,5	18,0		4		101																	14				
Låv	Car_pil	Extant	1	2	2018	14.09.2018		4			5,5	9,5		12		111																					
Gud	Ver_off	Extant	4	6	2018	04.09.2018	RG	1			14,5	17,0	54,0	34		20	11																				with two branches, but not rooted
Gud	Ver_off	Extant	4	6	2018	04.09.2018	RG	2			15	9,0	44,0	12		19	10																				
Gud	Ver_off	Extant	4	6	2018	04.09.2018	RG	3		1	17	8,5	3,0	12		21	12																				
Gud	Ver_off	Extant	4	6	2018	04.09.2018	RG	4	3	1	16,5	7,0	3,0	4		4	3																				
Gud	Vio_can	Extant	4	6	2018	04.09.2018	RG	1			25,5	17,5	17	2		16	12																				one leaf gone
Gud	Vio_can	Extant	4	6	2018	04.09.2018	RG	2			26,5	17,5	15	5		21	18																				
Gud	Vio_can	Extant	4	6	2018	04.09.2018	RG	3			26,5	7,0	17	3		18	15																				
Gud	Ver_off	Extant	5	1	2018	03.09.2018	SO	1			7,0	17,0	7	26		21	16											17									
Gud	Ver_off	Extant	5	1	2018	03.09.2018	SO	2			7,0	9,0	31	35		15	7																				
Gud	Vio_can	Extant	5	1	2018	03.09.2018	SO	1			16,0	18,5	11	14		28	20																				
Gud	Vio_can	Extant	5	1	2018	03.09.2018	SO	2			16,5	7,5	17	3		8	11																				
Gud	Vio_can	Extant	5	1	2018	03.09.2018	SO	3			16,0	7,0	21	2		8	7																				
Låv	Car_pil	Extant	1	2	2018	14.09.2018		5			6,5	8,5		4		2																					
Låv	Car_pil	Extant	1	2	2018	14.09.2018		6			8,0	9,5		12		91																	14				
Låv	Car_pil	Extant	1	2	2018	14.09.2018		7			7,5	7,0		?		?																	11				
Låv	Car_pil	Extant	1	4	2018	14.09.2018		1			16,5	16,0		10		109																	12				2 shoots
Gud	Ver_off	Extant	5	5	2018	04.09.2018	ELE	1			7,0	19,0	18	6		8	4																				
Gud	Ver_off	Extant	5	5	2018	04.09.2018	ELE	2			7,0	18,0	11	6		8	4																				
Gud	Ver_off	Extant	5	5	2018	04.09.2018	ELE	3			7,5	17,0	22	12		5	6																				
Gud	Ver_off	Extant	5	5	2018	04.09.2018	ELE	4			9,0	17,0	30	12		15	7																				
Gud	Ver_off	Extant	5	5	2018	04.09.2018	ELE	5			7,5	8,0	55	18		25	16																				
Gud	Vio_can	Extant	5	5	2018	04.09.2018	ELE	1			18,0	17,5	17	9		21	16																				
Gud	Vio_can	Extant	5	5	2018	04.09.2018	ELE	2			17,0	8,0	9	2		7	7																				
Gud	Vio_can	Extant	5	5	2018	04.09.2018	ELE	3			18,0	7,5	15	6		22	16											1									
Låv	Car_pil	Extant	1	4	2018	14.09.2018		2			16,5	7,0		4		30																					tip missing
Låv	Car_pil	Extant	1	4	2018	14.09.2018		3			18,0	7,0		11		83																	40				2 shoots
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	1			18,0	19,5		3		55																					
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	2			19,0	19,0		6		95																1	21				
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	3			18,5	18,5		5		160																					
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	4			17,0	9,0		7		111																					
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	5			18,0	8,0		7		95																1	21				
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	6			19,0	8,0		8		113																					
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	7			17,0	7,5		6																							neibeitet, målte ikke LL
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	8			18,5	7,0		8																							neibeitet, målte ikke LL
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	9			16,5	7,0		5																							neibeitet, målte ikke LL
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	10			19,0	6,5		7		75																					
Låv	Car_pil	Extant	2	2	2018	11.09.2018	SO	11						7		76																1	21				
Låv	Car_pil	Extant	2	6	2018	14.09.2018		1			6,0	19,0		17		108																3	18				
Låv	Car_pil	Extant	2	6	2018	14.09.2018		2			8,0	19,5		4		77																1	17				
Låv	Car_pil	Extant	2	6	2018	14.09.2018		3			7,5	18,5		4		52																					
Låv	Car_pil	Extant	2	6	2018	14.09.2018		4			6,5	7,5		21		128																3	24				
Låv	Car_pil	Extant	2	6	2018	14.09.2018		5			7,0	6,0		3		70																1	11				
Låv	Car_pil	Extant	3	1	2018	11.09.2018	RG	1		1	16,5	19,0		10		141																	12				
Låv	Car_pil	Extant	3	1	2018	11.09.2018	RG	2		1	17,5	15,5		10		125																	11				
Låv	Car_pil	Extant	3	1	2018	11.09.2018	RG	3		2	17,0	8,5		8		141																	11				
Låv	Car_pil	Extant	3	1	2018	11.09.2018	RG	4		2	17,5	7,5		7		148																					
Gud	Vio_can	Extant	6	6	2018	03.09.2018	SO	1			8,0	17,5	28	5		24	19																				
Gud	Vio_can	Extant	6	6	2018	03.09.2018	SO	2			8,0	7,5	14	3		21	18																				
Gud	Ver_off	Extant	6	6	2018	03.09.2018	SO	1			28,5	18,0	48	10		27	15											4				1					
Gud	Ver_off	Extant	6	6	2018	03.09.2018	SO	2	1		28,0	17,5	50	10		20	11											4				1					
Gud	Ver_off	Extant	6	6	2018	03.09.2018	SO	3			27,0	8,0	44	10		20	11											6				1					
Låv	Car_pil	Extant	3	1	2018	11.09.2018	RG	5		2	15,0	8,0		5		63																	10				
Låv	Car_pil	Extant	3	1	2018	11.09.2018	RG	6		2	15,5	7,0		7		130																					
Låv	Car_pil	Extant	3	4	2018	11.09.2018	RG	1			18,5	18,5		16		140																					
Låv	Car_pil	Extant	3	4	2018	11.09.2018	RG	2			18,5	16,5		14		131																					flowering not possible to measure
Låv	Car_pil	Extant	3	4	2018	11.09.2018	RG	3			17,5	7,5		10		179																	15				
Låv	Car_pil	Extant	5	3	2018	14.09.2018		1			17,0	19,0		16		89																3	19				
Låv	Car_pil	Extant	5	3	2018	14.09.2018		2			16,0	20,0		6		74																					
Gud	Ver_off	Extant	7	2	2018	03.09.2018	RG	1			7,5	18,5	ca 20	7		22	14											21			3						
Gud	Ver_off	Extant	7	2	2018	03.09.2018	RG	2			7,5	9,0	ca 20	14		14	7																				
Gud	Ver_off	Extant	7	2	2018	03.09.2018	RG	3		1	5,5	6,0	35	14		15	9																				
Gud	Ver_off	Extant	7	2	2018	03.09.2018	RG	4		1	6,0	5,5	10	4		11	5																				
Gud	Ver_off	Extant	7	2	2018	03.09.2018	RG	5		1	7,5	5,0	7	9		13	5																				
Låv	Car_pil	Extant	5	3	2018	14.09.2018		3			17,0	21,0		7		84																					
Låv	Car_pil	Extant	5	3	2018	14.09.2018		4			17,5	20,5		3		78																					
Låv	Car_pil	Extant	5	3	2018	14.09.2018		5			18,5	19,5		5		70																					
